order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount
O00334,9/19/2024,C0641,P1115,S028,In-Store,2.00,265.80,0.05,505.02
O00335,12/8/2023,C0695,P0714,S025,In-Store,2.00,219.22,0.20,350.75
O00336,3/9/2025,C0282,P0633,,Online,1.00,13.12,0.10,11.81
O00337,6/24/2023,C0125,P0887,S036,In-Store,3.00,92.06,0.10,248.56
O00338,11/14/2024,C0008,P1021,S009,In-Store,2.00,176.65,0.20,282.64
O00339,8/29/2024,C0535,P0593,,In-Store,3.00,71.58,0.05,204
O00340,1/2/2024,C0295,P0132,S000,In-Store,1.00,63.30,0.20,50.64
O00341,12/31/2024,C0289,P0770,,Online,2.00,221.83,0.20,354.93
O00342,8/24/2024,C0440,P0721,S000,In-Store,1.00,255.39,0.00,255.39
O00343,8/27/2023,C0358,P0580,S032,In-Store,2.00,220.06,0.05,418.11
O00344,3/28/2025,C0730,P0554,,Online,2.00,115.46,0.05,219.37
O00345,9/21/2023,C0082,P0595,,Online,2.00,277.06,0.20,443.3
O00346,7/9/2024,C0254,P0791,S057,In-Store,1.00,64.75,0.00,64.75
O00347,5/15/2024,C0309,P1016,S036,In-Store,1.00,321.00,0.20,256.8
O00348,9/6/2023,C0330,P1184,,Online,2.00,32.67,0.05,62.07
O00349,4/15/2024,C0426,P1135,,Online,1.00,65.37,0.10,58.83
O00350,10/7/2024,C0580,P0944,S024,In-Store,2.00,64.12,0.20,102.59
O00351,11/27/2023,C0539,P0905,S032,In-Store,1.00,138.07,0.10,124.26
O00352,12/17/2024,C0437,P0955,S026,In-Store,2.00,222.10,0.20,355.36
O00353,11/9/2023,C0572,P0054,S026,In-Store,1.00,315.60,0.00,315.6
O00354,12/21/2023,C0629,P0619,S037,In-Store,2.00,181.23,0.10,326.21
O00355,12/4/2024,C0556,P1158,S003,In-Store,2.00,275.48,0.20,440.77
O00356,12/15/2023,C0686,P0012,S048,In-Store,1.00,331.78,0.20,265.42
O00357,5/22/2024,C0086,P0112,,Online,2.00,314.05,0.00,628.1
O00358,10/6/2023,C0099,P0595,S044,In-Store,2.00,277.06,0.10,498.71
O00359,8/6/2023,C0124,P1197,S047,In-Store,1.00,252.57,0.00,252.57
O00360,1/21/2025,C0528,P0295,S031,In-Store,1.00,33.48,0.05,31.81
O00361,10/24/2023,C0691,P0316,S019,In-Store,1.00,150.05,0.00,150.05
O00362,1/13/2024,C0638,P0411,,Online,2.00,232.21,0.00,464.42
O00363,5/13/2023,C0123,P1064,,Online,1.00,41.74,0.05,39.65
O00364,8/4/2023,C0025,P1035,S003,In-Store,2.00,130.92,0.00,261.84
O00365,2/16/2024,C0495,P0376,S053,In-Store,1.00,79.72,0.10,71.75
O00366,1/10/2025,C0697,P0899,S039,In-Store,2.00,118.47,0.00,236.94
O00367,9/5/2024,C0651,P0044,,Online,1.00,22.60,0.05,21.47
O00368,7/2/2023,C0759,P1119,,Online,1.00,64.93,0.20,51.94
O00369,4/18/2024,C0683,P0204,S031,In-Store,2.00,200.67,0.10,361.21
O00370,12/4/2023,C0400,P0790,S006,In-Store,2.00,70.22,0.20,112.35
O00371,5/23/2024,C0435,P0303,,Online,2.00,214.71,0.20,343.54
O00372,5/23/2023,C0398,P0022,S002,In-Store,2.00,124.36,0.20,198.98
O00373,8/18/2023,C0363,P0285,S046,In-Store,1.00,86.63,0.20,69.3
O00374,3/1/2024,C0162,P0732,S055,In-Store,2.00,186.46,0.05,354.27
O00375,11/14/2023,C0723,P1075,S004,In-Store,2.00,285.01,0.05,541.52
O00376,10/4/2024,C0360,P1153,S045,In-Store,1.00,152.80,0.05,145.16
O00377,6/18/2023,C0780,P0620,S004,In-Store,1.00,263.03,0.20,210.42
O00378,9/1/2023,C0483,P0369,S059,In-Store,1.00,314.41,0.10,282.97
O00379,3/20/2025,C0331,P0891,S022,In-Store,1.00,183.58,0.20,146.86
O00380,10/16/2024,C0030,P0325,,Online,2.00,22.19,0.00,44.38
O00381,2/16/2024,C0695,P0975,S014,In-Store,3.00,41.01,0.05,116.88
O00382,4/11/2024,C0178,P0786,S026,In-Store,3.00,21.67,0.00,65.01
O00383,10/24/2023,C0256,P0234,,Online,1.00,76.36,0.00,76.36
O00384,3/9/2024,C0383,P0060,S020,In-Store,2.00,146.26,0.00,292.52
O00385,10/9/2024,C0386,P0272,S036,In-Store,3.00,43.92,0.05,125.17
O00386,6/29/2024,C0502,P0896,S014,In-Store,2.00,165.91,0.05,315.23
O00387,4/26/2024,C0444,P1082,S012,In-Store,3.00,35.93,0.00,107.79
O00388,10/21/2023,C0644,P0197,,Online,4.00,180.86,0.05,687.27
O00389,5/15/2024,C0368,P0835,S055,In-Store,3.00,147.06,0.00,441.18
O00390,10/19/2023,C0698,P1081,S053,In-Store,2.00,26.30,0.05,49.97
O00391,6/16/2024,C0485,P1025,,In-Store,3.00,121.03,0.05,344.94
O00392,5/14/2023,C0449,P0875,S055,In-Store,2.00,129.03,0.00,258.06
O00393,11/10/2023,C0130,P1059,,Online,2.00,121.32,0.00,242.64
O00394,7/8/2023,C0052,P1107,S014,In-Store,1.00,333.55,0.10,300.19
O00395,3/20/2024,C0257,P0799,S004,In-Store,3.00,61.07,0.05,174.05
O00396,4/9/2025,C0076,P1094,S054,In-Store,1.00,137.56,0.10,123.8
O00397,9/7/2023,C0058,P1118,S007,In-Store,3.00,179.99,0.20,431.98
O00398,8/10/2024,C0269,P0061,,Online,2.00,147.64,0.20,236.22
O00399,7/15/2023,C0342,P0121,,Online,1.00,201.89,0.10,181.7
O00400,10/28/2024,C0679,P0127,,Online,2.00,89.43,0.00,178.86
O00401,7/14/2023,C0577,P0072,S004,In-Store,1.00,129.69,0.20,103.75
O00402,3/16/2025,C0627,P0165,S030,In-Store,2.00,46.91,0.05,89.13
O00403,11/12/2023,C0042,P0213,,Online,2.00,192.05,0.05,364.89
O00404,6/13/2024,C0441,P0978,S054,In-Store,1.00,219.94,0.05,208.94
O00405,8/22/2023,C0056,P0053,S051,In-Store,2.00,222.76,0.05,423.24
O00406,12/10/2024,C0388,P0037,S003,In-Store,3.00,63.29,0.20,151.9
O00407,10/12/2024,C0712,P0256,S027,In-Store,1.00,247.09,0.05,234.74
O00408,4/1/2025,C0120,P0753,S021,In-Store,1.00,263.55,0.20,210.84
O00409,7/21/2023,C0243,P0475,,Online,3.00,213.94,0.00,641.82
O00410,7/2/2023,C0765,P1098,S051,In-Store,3.00,91.83,0.00,275.49
O00411,2/28/2024,C0255,P0116,,Online,2.00,196.71,0.05,373.75
O00412,8/16/2024,C0289,P0089,S038,In-Store,3.00,229.10,0.05,652.93
O00413,6/4/2023,C0132,P0814,S007,In-Store,3.00,222.65,0.00,667.95
O00414,2/8/2025,C0556,P0421,S047,In-Store,1.00,322.09,0.10,289.88
O00415,2/25/2025,C0225,P0908,S017,In-Store,1.00,210.56,0.10,189.5
O00416,7/9/2024,C0299,P0500,S017,In-Store,3.00,222.98,0.10,602.05
O00417,1/21/2025,C0515,P0213,,Online,3.00,192.05,0.20,460.92
O00418,9/9/2023,C0636,P0995,,Online,2.00,177.45,0.05,337.15
O00419,6/10/2023,C0533,P0472,S035,In-Store,1.00,267.62,0.05,254.24
O00420,6/2/2023,C0742,P0290,,Online,3.00,209.97,0.05,598.41
O00421,1/22/2025,C0665,P0929,,In-Store,1.00,34.13,0.20,27.3
O00422,3/30/2024,C0276,P0569,S019,In-Store,1.00,18.44,0.00,18.44
O00423,7/31/2023,C0624,P0786,S055,In-Store,2.00,21.67,0.20,34.67
O00424,4/29/2024,C0045,P0459,,Online,3.00,44.11,0.05,125.71
O00425,11/21/2024,C0545,P0107,S002,In-Store,2.00,193.34,0.10,348.01
O00426,1/25/2024,C0623,P0688,S058,In-Store,2.00,83.95,0.10,151.11
O00427,11/2/2023,C0605,P0443,S021,In-Store,2.00,283.37,0.20,453.39
O00428,3/15/2024,C0596,P0116,S035,In-Store,2.00,196.71,0.20,314.74
O00429,12/28/2023,C0694,P0588,,In-Store,2.00,165.38,0.20,264.61
O00430,3/2/2024,C0736,P1163,S016,In-Store,1.00,151.89,0.05,144.3
O00431,5/27/2023,C0478,P0487,,Online,1.00,134.85,0.00,134.85
O00432,3/1/2025,C0698,P0561,,Online,2.00,182.85,0.05,347.41
O00433,7/9/2024,C0302,P0691,S002,In-Store,1.00,258.99,0.10,233.09
O00434,11/14/2023,C0675,P0513,S051,In-Store,2.00,27.18,0.00,54.36
O00435,8/17/2023,C0582,P0657,S054,In-Store,1.00,29.04,0.05,27.59
O00436,12/17/2024,C0017,P0900,,Online,3.00,18.92,0.00,56.76
O00437,1/2/2025,C0491,P1139,,Online,3.00,222.83,0.00,668.49
O00438,10/15/2024,C0081,P0566,S035,In-Store,1.00,10.71,0.10,9.64
O00439,9/19/2023,C0451,P0368,,Online,1.00,103.79,0.10,93.41
O00440,12/16/2024,C0506,P0260,,Online,1.00,116.29,0.05,110.48
O00441,11/6/2023,C0632,P0101,,Online,1.00,77.72,0.00,77.72
O00442,11/29/2023,C0518,P0901,S002,In-Store,2.00,257.18,0.05,488.64
O00443,1/21/2025,C0731,P0530,S001,In-Store,1.00,274.32,0.10,246.89
O00444,11/24/2024,C0045,P0480,S004,In-Store,1.00,218.71,0.20,174.97
O00445,12/25/2024,C0079,P0485,,Online,2.00,23.82,0.10,42.88
O00446,1/19/2024,C0697,P0851,,Online,2.00,70.32,0.20,112.51
O00447,6/17/2023,C0146,P0050,S050,In-Store,1.00,188.61,0.10,169.75
O00448,5/26/2023,C0417,P0767,S018,In-Store,2.00,316.79,0.00,633.58
O00449,6/9/2023,C0045,P0595,S058,In-Store,1.00,277.06,0.00,277.06
O00450,6/5/2023,C0216,P0641,S049,In-Store,2.00,240.92,0.10,433.66
O00451,4/17/2023,C0387,P1193,,Online,2.00,169.77,0.05,322.56
O00452,6/15/2024,C0664,P0160,S059,In-Store,1.00,141.43,0.05,134.36
O00453,5/10/2023,C0588,P1122,S034,In-Store,2.00,344.40,0.00,688.8
O00454,12/11/2023,C0540,P0105,S042,In-Store,1.00,49.07,0.20,39.26
O00455,9/22/2023,C0199,P1178,,Online,1.00,63.25,0.05,60.09
O00456,5/14/2024,C0786,P0741,,Online,1.00,25.86,0.10,23.27
O00457,7/30/2024,C0118,P0493,S056,In-Store,1.00,178.11,0.20,142.49
O00458,11/18/2023,C0360,P1147,S058,In-Store,1.00,262.37,0.10,236.13
O00459,11/15/2024,C0619,P0471,S026,In-Store,1.00,157.43,0.05,149.56
O00460,3/31/2024,C0128,P1101,,Online,1.00,27.41,0.20,21.93
O00461,9/16/2023,C0681,P0282,S050,In-Store,1.00,147.51,0.10,132.76
O00462,8/21/2024,C0120,P0166,S032,In-Store,1.00,344.93,0.05,327.68
O00463,10/10/2024,C0647,P0405,S056,In-Store,1.00,226.02,0.20,180.82
O00464,11/25/2023,C0123,P0857,,Online,1.00,17.94,0.20,14.35
O00465,8/12/2024,C0129,P0069,S001,In-Store,2.00,189.89,0.05,360.79
O00466,8/26/2024,C0135,P1054,S058,In-Store,2.00,193.12,0.20,308.99
O00467,11/15/2024,C0362,P0261,S035,In-Store,1.00,128.20,0.05,121.79
O00468,12/21/2023,C0121,P0689,S057,In-Store,1.00,46.70,0.10,42.03
O00469,10/26/2024,C0631,P0220,S002,In-Store,1.00,172.92,0.00,172.92
O00470,5/11/2024,C0363,P0919,S040,In-Store,1.00,285.64,0.20,228.51
O00471,9/28/2024,C0446,P0592,S044,In-Store,1.00,57.43,0.05,54.56
O00472,3/24/2025,C0741,P0595,S059,In-Store,1.00,277.06,0.00,277.06
O00473,4/19/2023,C0007,P0111,S043,In-Store,1.00,184.61,0.20,147.69
O00474,4/5/2024,C0449,P0361,S037,In-Store,1.00,214.00,0.10,192.6
O00475,10/1/2023,C0099,P0475,,Online,2.00,213.94,0.10,385.09
O00476,2/24/2024,C0530,P1075,S054,In-Store,2.00,285.01,0.20,456.02
O00477,7/15/2023,C0393,P0652,S009,In-Store,1.00,171.03,0.00,171.03
O00478,4/16/2023,C0752,P0431,S017,In-Store,1.00,39.30,0.10,35.37
O00479,7/6/2023,C0291,P0339,,Online,1.00,283.83,0.10,255.45
O00480,2/16/2024,C0229,P0346,,Online,1.00,95.96,0.10,86.36
O00481,5/29/2023,C0771,P0217,S042,In-Store,1.00,197.95,0.10,178.16
O00482,10/16/2023,C0211,P1130,S048,In-Store,2.00,208.54,0.05,396.23
O00483,5/21/2023,C0040,P1105,S012,In-Store,1.00,14.96,0.00,14.96
O00484,7/30/2024,C0026,P0756,,Online,1.00,338.92,0.20,271.14
O00485,6/22/2024,C0533,P0258,S018,In-Store,2.00,52.40,0.00,104.8
O00486,12/7/2023,C0122,P0910,S031,In-Store,2.00,231.06,0.10,415.91
O00487,9/15/2024,C0140,P0570,S007,In-Store,4.00,245.40,0.10,883.44
O00488,11/24/2023,C0762,P0455,S020,In-Store,2.00,349.41,0.05,663.88
O00489,7/10/2023,C0282,P0928,S032,In-Store,1.00,175.55,0.00,175.55
O00490,1/21/2024,C0322,P0078,S059,In-Store,1.00,123.08,0.10,110.77
O00491,2/12/2025,C0571,P0072,S040,In-Store,1.00,129.69,0.00,129.69
O00492,8/24/2024,C0600,P0770,S014,In-Store,1.00,221.83,0.05,210.74
O00493,7/16/2023,C0155,P0992,S046,In-Store,1.00,185.24,0.20,148.19
O00494,2/22/2025,C0203,P0181,S054,In-Store,20.00,323.27,0.05,6142.1
O00495,2/9/2024,C0068,P1004,S013,In-Store,1.00,232.49,0.05,220.87
O00496,12/23/2023,C0704,P0538,S040,In-Store,1.00,164.74,0.05,156.5
O00497,7/22/2023,C0495,P1086,S011,In-Store,1.00,80.63,0.10,72.57
O00498,1/17/2025,C0299,P0993,S040,In-Store,3.00,170.79,0.20,409.9
O00499,7/26/2024,C0556,P0985,,Online,1.00,57.24,0.05,54.38
O00500,2/6/2025,C0773,P0588,S028,In-Store,3.00,165.38,0.10,446.53
O00501,4/11/2023,C0435,P0237,,Online,2.00,280.12,0.10,504.22
O00502,5/20/2023,C0355,P0815,S049,In-Store,2.00,186.83,0.20,298.93
O00503,2/11/2025,C0500,P0843,S001,In-Store,2.00,129.92,0.10,233.86
O00504,5/16/2024,C0220,P0837,,Online,2.00,231.93,0.10,417.47
O00505,7/2/2024,C0325,P0842,S028,In-Store,1.00,161.17,0.20,128.94
O00506,12/16/2024,C0055,P0549,,In-Store,1.00,8.95,0.10,8.05
O00507,8/25/2024,C0046,P0631,S014,In-Store,2.00,30.95,0.05,58.8
O00508,6/13/2023,C0798,P0225,S039,In-Store,1.00,295.19,0.10,265.67
O00509,9/17/2024,C0552,P0040,S001,In-Store,1.00,57.53,0.20,46.02
O00510,5/18/2023,C0721,P0682,S049,In-Store,1.00,197.42,0.00,197.42
O00511,6/22/2023,C0531,P0431,S012,In-Store,3.00,39.30,0.05,112
O00512,5/8/2023,C0405,P0469,,Online,3.00,116.24,0.05,331.28
O00513,4/27/2023,C0339,P0846,,Online,1.00,257.54,0.05,244.66
O00514,9/30/2024,C0036,P0041,S033,In-Store,2.00,40.88,0.00,81.76
O00515,8/10/2023,C0698,P0993,,Online,1.00,170.79,0.10,153.71
O00516,2/28/2025,C0235,P0506,,Online,1.00,76.44,0.00,76.44
O00517,3/3/2024,C0386,P0820,,Online,1.00,310.73,0.10,279.66
O00518,11/27/2024,C0078,P0151,S045,In-Store,3.00,176.17,0.20,422.81
O00519,8/2/2024,C0760,P1109,S009,In-Store,1.00,200.18,0.00,200.18
O00520,6/21/2023,C0476,P0801,,Online,1.00,38.24,0.10,34.42
O00521,6/13/2024,C0435,P1049,S019,In-Store,1.00,115.48,0.10,103.93
O00522,4/22/2023,C0102,P0541,S036,In-Store,3.00,102.78,0.20,246.67
O00523,3/20/2025,C0439,P0190,,Online,3.00,232.24,0.20,557.38
O00524,5/29/2023,C0494,P0582,S034,In-Store,4.00,44.49,0.05,169.06
O00525,12/21/2024,C0508,P0806,S048,In-Store,1.00,38.24,0.00,38.24
O00526,9/26/2024,C0591,P0050,S014,In-Store,2.00,188.61,0.20,301.78
O00527,1/16/2025,C0576,P0223,S021,In-Store,1.00,69.61,0.05,66.13
O00528,8/25/2024,C0085,P0195,S013,In-Store,3.00,151.18,0.20,362.83
O00529,12/11/2024,C0085,P0289,S053,In-Store,1.00,17.32,0.20,13.86
O00530,2/22/2025,C0580,P0476,,Online,2.00,52.23,0.20,83.57
O00531,6/20/2023,C0318,P0691,S002,In-Store,1.00,258.99,0.10,233.09
O00532,4/6/2024,C0613,P0832,S017,In-Store,1.00,149.77,0.05,142.28
O00533,4/15/2023,C0600,P1000,S020,In-Store,1.00,144.44,0.05,137.22
O00534,9/9/2024,C0725,P0989,S054,In-Store,1.00,220.95,0.00,220.95
O00535,12/26/2024,C0435,P0158,S048,In-Store,1.00,106.61,0.00,106.61
O00536,5/18/2023,C0766,P0248,,Online,1.00,107.20,0.20,85.76
O00537,10/13/2023,C0116,P0079,S031,In-Store,2.00,260.43,0.05,494.82
O00538,2/1/2024,C0537,P0997,,Online,1.00,173.80,0.20,139.04
O00539,1/29/2025,C0303,P0240,S018,In-Store,2.00,85.49,0.10,153.88
O00540,8/31/2023,C0629,P0761,S010,In-Store,3.00,240.31,0.05,684.88
O00541,9/22/2023,C0701,P0418,S017,In-Store,1.00,101.50,0.10,91.35
O00542,3/30/2025,C0257,P0966,S059,In-Store,1.00,159.24,0.10,143.32
O00543,10/12/2023,C0737,P0277,,Online,10.00,239.39,0.20,1915.1
O00544,1/4/2025,C0426,P0367,,Online,3.00,201.12,0.00,603.36
O00545,6/11/2023,C0005,P0638,S012,In-Store,2.00,224.41,0.00,448.82
O00546,2/19/2025,C0338,P0193,,Online,1.00,62.96,0.20,50.37
O00547,6/14/2023,C0068,P0717,S056,In-Store,2.00,147.90,0.05,281.01
O00548,12/7/2023,C0014,P0394,,Online,1.00,219.00,0.20,175.2
O00549,2/28/2024,C0313,P0752,S025,In-Store,2.00,273.69,0.10,492.64
O00550,3/19/2025,C0656,P0414,,Online,2.00,162.49,0.05,308.73
O00551,2/20/2024,C0221,P0573,,Online,1.00,40.64,0.00,40.64
O00552,11/18/2023,C0534,P0082,S024,In-Store,1.00,177.36,0.10,159.62
O00553,11/10/2024,C0606,P0567,S047,In-Store,1.00,335.11,0.20,268.09
O00554,7/15/2024,C0002,P0474,,In-Store,2.00,140.16,0.05,266.3
O00555,8/8/2023,C0486,P0000,,In-Store,3.00,64.65,0.00,193.95
O00556,6/23/2024,C0450,P0871,S020,In-Store,1.00,10.05,0.10,9.05
O00557,6/11/2024,C0120,P0493,S024,In-Store,2.00,178.11,0.20,284.98
O00558,8/11/2024,C0363,P0638,S020,In-Store,1.00,224.41,0.00,224.41
O00559,8/23/2023,C0219,P0340,S053,In-Store,1.00,68.28,0.10,61.45
O00560,3/24/2025,C0447,P1147,S044,In-Store,1.00,262.37,0.10,236.13
O00561,7/22/2024,C0571,P0891,S011,In-Store,1.00,183.58,0.00,183.58
O00562,5/13/2024,C0477,P0708,S013,In-Store,1.00,157.48,0.05,149.61
O00563,1/21/2025,C0183,P0021,,Online,1.00,77.31,0.10,69.58
O00564,3/14/2025,C0005,P0410,S006,In-Store,2.00,244.31,0.10,439.76
O00565,4/6/2024,C0514,P0026,S002,In-Store,1.00,324.99,0.10,292.49
O00566,12/19/2024,C0407,P0089,S045,In-Store,1.00,229.10,0.10,206.19
O00567,5/8/2024,C0058,P1171,S055,In-Store,1.00,230.62,0.20,184.5
O00568,10/27/2024,C0647,P0930,S030,In-Store,1.00,201.43,0.00,201.43
O00569,4/13/2023,C0029,P0313,S011,In-Store,2.00,258.17,0.05,490.52
O00570,2/20/2025,C0122,P0114,S045,In-Store,1.00,291.58,0.00,291.58
O00571,2/13/2024,C0557,P0568,S012,In-Store,1.00,216.22,0.00,216.22
O00572,2/13/2024,C0688,P0648,S010,In-Store,1.00,240.95,0.10,216.85
O00573,8/31/2024,C0680,P0825,S042,In-Store,3.00,138.88,0.00,416.64
O00574,6/6/2023,C0779,P1027,,Online,1.00,110.09,0.10,99.08
O00575,7/2/2023,C0454,P0091,,Online,2.00,27.29,0.05,51.85
O00576,9/15/2023,C0419,P0354,S053,In-Store,2.00,96.51,0.00,193.02
O00577,3/24/2025,C0574,P0718,,Online,1.00,73.40,0.20,58.72
O00578,3/23/2024,C0713,P0176,S029,In-Store,2.00,273.81,0.00,547.62
O00579,6/18/2023,C0092,P0373,S011,In-Store,2.00,124.26,0.10,223.67
O00580,7/23/2024,C0020,P0346,S013,In-Store,2.00,95.96,0.10,172.73
O00581,6/3/2024,C0741,P0505,S043,In-Store,5.00,231.34,0.05,1098.87
O00582,3/8/2024,C0755,P0271,S024,In-Store,1.00,26.58,0.10,23.92
O00583,5/2/2024,C0143,P1157,S014,In-Store,3.00,35.50,0.05,101.17
O00584,3/16/2025,C0204,P0362,S016,In-Store,1.00,149.41,0.20,119.53
O00585,10/28/2024,C0501,P0727,S022,In-Store,2.00,192.44,0.20,307.9
O00586,3/8/2024,C0703,P0349,,Online,1.00,134.40,0.20,107.52
O00587,4/9/2025,C0582,P0431,S027,In-Store,1.00,39.30,0.10,35.37
O00588,12/16/2023,C0698,P0591,,Online,1.00,236.24,0.10,212.62
O00589,3/29/2024,C0791,P0431,,Online,2.00,39.30,0.20,62.88
O00590,3/21/2025,C0118,P1058,S011,In-Store,1.00,219.39,0.20,175.51
O00591,6/2/2023,C0600,P0661,S024,In-Store,2.00,104.14,0.00,208.28
O00592,8/27/2023,C0107,P0734,S000,In-Store,1.00,33.37,0.05,31.7
O00593,2/3/2024,C0342,P0689,S006,In-Store,1.00,46.70,0.05,44.37
O00594,10/29/2023,C0313,P0333,S011,In-Store,1.00,18.57,0.00,18.57
O00595,1/16/2025,C0631,P0934,S044,In-Store,3.00,285.28,0.20,684.67
O00596,8/10/2024,C0484,P0498,,Online,1.00,35.81,0.10,32.23
O00597,5/24/2023,C0494,P0821,S059,In-Store,2.00,262.98,0.05,499.66
O00598,2/8/2024,C0519,P0220,S049,In-Store,1.00,172.92,0.10,155.63
O00599,4/11/2023,C0410,P0770,,Online,2.00,221.83,0.05,421.48
O00600,11/26/2023,C0611,P1073,,Online,2.00,14.14,0.05,26.87
O00601,10/1/2023,C0341,P0110,S019,In-Store,3.00,280.19,0.05,798.54
O00602,12/20/2024,C0469,P0810,,Online,1.00,235.44,0.00,235.44
O00603,6/10/2023,C0205,P0352,S005,In-Store,2.00,289.95,0.05,550.9
O00604,6/21/2023,C0208,P0894,,Online,2.00,243.10,0.05,461.89
O00605,9/20/2024,C0568,P0766,,Online,3.00,103.05,0.05,293.69
O00606,6/16/2023,C0482,P1126,S044,In-Store,1.00,29.09,0.05,27.64
O00607,11/27/2024,C0684,P0770,S045,In-Store,2.00,221.83,0.05,421.48
O00608,2/13/2024,C0098,P0793,,Online,1.00,273.34,0.05,259.67
O00609,7/30/2023,C0334,P0579,S046,In-Store,1.00,137.64,0.20,110.11
O00610,2/8/2025,C0546,P0146,,In-Store,2.00,297.56,0.00,595.12
O00611,9/1/2024,C0623,P0364,S023,In-Store,2.00,125.52,0.10,225.94
O00612,3/3/2025,C0001,P0815,S041,In-Store,1.00,186.83,0.05,177.49
O00613,6/15/2023,C0192,P0090,,Online,2.00,242.17,0.20,387.47
O00614,6/25/2023,C0393,P0368,S018,In-Store,3.00,103.79,0.10,280.23
O00615,8/14/2024,C0492,P0071,,Online,2.00,171.21,0.20,273.94
O00616,4/8/2025,C0407,P1059,S029,In-Store,2.00,121.32,0.00,242.64
O00617,4/25/2024,C0750,P0207,S025,In-Store,1.00,176.19,0.00,176.19
O00618,5/31/2023,C0131,P1176,S043,In-Store,1.00,50.72,0.20,40.58
O00619,11/28/2023,C0669,P0822,S003,In-Store,2.00,79.83,0.10,143.69
O00620,4/22/2024,C0759,P0237,S051,In-Store,2.00,280.12,0.20,448.19
O00621,8/9/2023,C0799,P0969,S054,In-Store,3.00,171.98,0.10,464.35
O00622,9/20/2024,C0183,P0868,S024,In-Store,1.00,207.53,0.00,207.53
O00623,9/2/2023,C0345,P0047,,Online,1.00,141.00,0.20,112.8
O00624,12/9/2023,C0475,P0576,,Online,1.00,323.53,0.20,258.82
O00625,7/26/2023,C0051,P0756,,Online,1.00,338.92,0.10,305.03
O00626,12/21/2023,C0785,P0048,S011,In-Store,2.00,187.50,0.10,337.5
O00627,3/1/2025,C0017,P0914,S040,In-Store,1.00,254.74,0.00,254.74
O00628,9/29/2023,C0365,P0074,S025,In-Store,2.00,31.65,0.05,60.13
O00629,3/13/2024,C0547,P0193,,Online,1.00,62.96,0.05,59.81
O00630,3/26/2024,C0441,P0562,S029,In-Store,2.00,274.70,0.05,521.93
O00631,10/9/2024,C0750,P1072,S002,In-Store,1.00,200.65,0.00,200.65
O00632,6/8/2023,C0039,P0300,S046,In-Store,2.00,138.12,0.00,276.24
O00633,10/4/2024,C0742,P0161,S040,In-Store,1.00,351.88,0.10,316.69
O00634,3/6/2025,C0022,P0376,S016,In-Store,1.00,79.72,0.00,79.72
O00635,2/18/2025,C0443,P0238,S036,In-Store,1.00,30.72,0.10,27.65
O00636,3/1/2025,C0630,P1052,S050,In-Store,3.00,190.93,0.05,544.15
O00637,9/28/2024,C0050,P0766,S013,In-Store,2.00,103.05,0.20,164.88
O00638,1/3/2025,C0705,P0380,,Online,2.00,278.15,0.00,556.3
O00639,1/5/2025,C0185,P0583,,Online,3.00,13.60,0.20,32.64
O00640,8/26/2023,C0179,P0848,S017,In-Store,1.00,198.54,0.10,178.69
O00641,3/26/2025,C0572,P0651,,Online,3.00,315.36,0.05,898.78
O00642,3/4/2025,C0332,P0452,,Online,2.00,225.95,0.10,406.71
O00643,1/29/2025,C0623,P0943,S040,In-Store,1.00,181.12,0.10,163.01
O00644,9/8/2024,C0487,P1142,,Online,3.00,42.19,0.10,113.91
O00645,4/28/2023,C0455,P0310,S047,In-Store,1.00,152.81,0.20,122.25
O00646,6/19/2024,C0714,P0348,S016,In-Store,1.00,21.80,0.20,17.44
O00647,2/14/2025,C0585,P0160,S035,In-Store,1.00,141.43,0.10,127.29
O00648,12/16/2023,C0765,P1084,S018,In-Store,1.00,249.42,0.10,224.48
O00649,8/28/2023,C0478,P0060,,Online,1.00,146.26,0.05,138.95
O00650,5/3/2023,C0578,P0883,S048,In-Store,3.00,76.04,0.00,228.12
O00651,8/3/2023,C0290,P1139,S015,In-Store,1.00,222.83,0.20,178.26
O00652,3/7/2024,C0134,P0775,S054,In-Store,2.00,22.99,0.00,45.98
O00653,9/7/2024,C0223,P0432,S036,In-Store,1.00,95.18,0.10,85.66
O00654,11/12/2023,C0162,P0821,S022,In-Store,1.00,262.98,0.05,249.83
O00655,2/23/2024,C0613,P0571,S023,In-Store,2.00,206.50,0.00,413
O00656,8/20/2024,C0703,P0650,S034,In-Store,1.00,190.70,0.20,152.56
O00657,5/4/2023,C0413,P1013,S018,In-Store,1.00,325.64,0.20,260.51
O00658,4/10/2025,C0181,P0819,,Online,1.00,85.93,0.10,77.34
O00659,11/23/2024,C0671,P0352,S006,In-Store,3.00,289.95,0.20,695.88
O00660,11/21/2023,C0428,P0856,S040,In-Store,2.00,72.18,0.00,144.36
O00661,10/31/2023,C0141,P1030,S038,In-Store,2.00,115.95,0.20,185.52
O00662,1/5/2025,C0332,P0511,,Online,3.00,189.31,0.20,454.34
O00663,3/14/2024,C0379,P0046,S056,In-Store,1.00,53.96,0.20,43.17
O00664,7/25/2024,C0197,P0330,S046,In-Store,2.00,355.55,0.05,675.54
O00665,2/23/2024,C0729,P0409,S018,In-Store,2.00,263.72,0.00,527.44
O00666,9/9/2024,C0211,P1182,S015,In-Store,2.00,275.08,0.20,440.13
